,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2836387,Mizoram,2020-04-13,-74.0,-51.0,,-46.0,-52.0,15.0
2836388,Mizoram,2020-04-14,-76.0,-49.0,-4.0,-44.0,-57.0,14.0
2836389,Mizoram,2020-04-15,-73.0,-46.0,0.0,-40.0,-50.0,12.0
2836390,Mizoram,2020-04-16,-86.0,-38.0,-9.0,-39.0,-51.0,11.0
2836391,Mizoram,2020-04-17,-86.0,-40.0,-16.0,-39.0,-50.0,12.0
2836392,Mizoram,2020-04-18,-84.0,-39.0,-21.0,-28.0,-31.0,8.0
2836393,Mizoram,2020-04-19,-79.0,-4.0,-17.0,-30.0,-20.0,6.0
2836394,Mizoram,2020-04-20,-85.0,-37.0,-18.0,-36.0,-44.0,10.0
2836395,Mizoram,2020-04-21,-86.0,-33.0,-18.0,-32.0,-44.0,9.0
2836396,Mizoram,2020-04-22,-86.0,-37.0,-19.0,-39.0,-43.0,11.0
2836397,Mizoram,2020-04-23,-87.0,-38.0,-19.0,-43.0,-45.0,13.0
2836398,Mizoram,2020-04-24,-86.0,-34.0,-19.0,-35.0,-41.0,12.0
2836399,Mizoram,2020-04-25,-85.0,-38.0,-19.0,-26.0,-28.0,9.0
2836400,Mizoram,2020-04-26,-82.0,-9.0,-22.0,-38.0,-21.0,9.0
2836401,Mizoram,2020-04-27,-85.0,-33.0,-17.0,-35.0,-41.0,12.0
2836402,Mizoram,2020-04-28,-86.0,-32.0,-19.0,-31.0,-41.0,12.0
2836403,Mizoram,2020-04-29,-84.0,-32.0,-16.0,-33.0,-41.0,11.0
2836404,Mizoram,2020-04-30,-83.0,-32.0,-14.0,-37.0,-40.0,11.0
2836405,Mizoram,2020-05-01,-81.0,-26.0,-14.0,-28.0,-37.0,11.0
2836406,Mizoram,2020-05-02,-82.0,-34.0,-19.0,-24.0,-24.0,10.0
2836407,Mizoram,2020-05-03,-76.0,-2.0,-20.0,-35.0,-19.0,8.0
2836408,Mizoram,2020-05-04,-80.0,-21.0,-16.0,-25.0,-33.0,9.0
2836409,Mizoram,2020-05-05,-79.0,-20.0,-18.0,-18.0,-33.0,9.0
2836410,Mizoram,2020-05-06,-78.0,-21.0,-17.0,-16.0,-34.0,9.0
2836411,Mizoram,2020-05-07,-78.0,-23.0,-12.0,-15.0,-47.0,10.0
2836412,Mizoram,2020-05-08,-77.0,-11.0,-13.0,-9.0,-29.0,8.0
2836413,Mizoram,2020-05-09,-77.0,-20.0,-12.0,2.0,-17.0,7.0
2836414,Mizoram,2020-05-10,-78.0,-4.0,-11.0,-38.0,-18.0,7.0
2836415,Mizoram,2020-05-11,-77.0,-17.0,-12.0,-9.0,-30.0,7.0
2836416,Mizoram,2020-05-12,-76.0,-13.0,-13.0,-7.0,-30.0,6.0
2836417,Mizoram,2020-05-13,-77.0,-13.0,-15.0,-9.0,-30.0,7.0
2836418,Mizoram,2020-05-14,-75.0,-10.0,-14.0,-2.0,-30.0,5.0
2836419,Mizoram,2020-05-15,-75.0,-3.0,-11.0,6.0,-26.0,6.0
2836420,Mizoram,2020-05-16,-74.0,-11.0,-14.0,15.0,-13.0,5.0
2836421,Mizoram,2020-05-17,-76.0,0.0,-17.0,-31.0,-17.0,7.0
2836422,Mizoram,2020-05-18,-76.0,-10.0,-11.0,3.0,-26.0,5.0
2836423,Mizoram,2020-05-19,-77.0,-17.0,-20.0,-4.0,-27.0,7.0
2836424,Mizoram,2020-05-20,-75.0,-15.0,-21.0,-8.0,-27.0,8.0
2836425,Mizoram,2020-05-21,-75.0,-19.0,-19.0,-13.0,-28.0,9.0
2836426,Mizoram,2020-05-22,-73.0,-10.0,-19.0,-9.0,-24.0,8.0
2836427,Mizoram,2020-05-23,-72.0,-13.0,-18.0,13.0,-11.0,6.0
2836428,Mizoram,2020-05-24,-76.0,-8.0,-15.0,-26.0,-14.0,8.0
2836429,Mizoram,2020-05-25,-74.0,-14.0,-11.0,0.0,-43.0,9.0
2836430,Mizoram,2020-05-26,-74.0,-11.0,-17.0,3.0,-25.0,6.0
2836431,Mizoram,2020-05-27,-80.0,-32.0,-24.0,-28.0,-35.0,7.0
2836432,Mizoram,2020-05-28,-73.0,-13.0,-12.0,-4.0,-26.0,2.0
2836433,Mizoram,2020-05-29,-74.0,-13.0,-17.0,4.0,-25.0,8.0
2836434,Mizoram,2020-05-30,-70.0,-11.0,-15.0,17.0,-9.0,6.0
2836435,Mizoram,2020-05-31,-76.0,-6.0,-18.0,-21.0,-16.0,9.0
2836436,Mizoram,2020-06-01,-71.0,1.0,-9.0,8.0,-22.0,6.0
2836437,Mizoram,2020-06-02,-77.0,-16.0,-14.0,-4.0,-27.0,7.0
2836438,Mizoram,2020-06-03,-79.0,-24.0,-13.0,-6.0,-29.0,9.0
2836439,Mizoram,2020-06-04,-74.0,-18.0,-16.0,-5.0,-26.0,9.0
2836440,Mizoram,2020-06-05,-71.0,-2.0,-14.0,-2.0,-21.0,7.0
2836441,Mizoram,2020-06-06,-72.0,-10.0,-16.0,11.0,-6.0,5.0
2836442,Mizoram,2020-06-07,-75.0,-3.0,-15.0,-29.0,-14.0,9.0
2836443,Mizoram,2020-06-08,-66.0,16.0,-12.0,20.0,-23.0,4.0
2836444,Mizoram,2020-06-09,-87.0,-54.0,-22.0,-55.0,-44.0,14.0
2836445,Mizoram,2020-06-10,-86.0,-50.0,-23.0,-46.0,-43.0,14.0
2836446,Mizoram,2020-06-11,-84.0,-46.0,-24.0,-48.0,-43.0,14.0
2836447,Mizoram,2020-06-12,-83.0,-41.0,-21.0,-41.0,-37.0,14.0
2836448,Mizoram,2020-06-13,-83.0,-46.0,-24.0,-41.0,-28.0,12.0
2836449,Mizoram,2020-06-14,-77.0,-17.0,-21.0,-48.0,-19.0,11.0
2836450,Mizoram,2020-06-15,-85.0,-48.0,-19.0,-52.0,-55.0,15.0
2836451,Mizoram,2020-06-16,-83.0,-38.0,-21.0,-40.0,-38.0,11.0
2836452,Mizoram,2020-06-17,-82.0,-43.0,-27.0,-41.0,-40.0,13.0
2836453,Mizoram,2020-06-18,-80.0,-40.0,-19.0,-41.0,-38.0,13.0
2836454,Mizoram,2020-06-19,-78.0,-30.0,-17.0,-32.0,-33.0,12.0
2836455,Mizoram,2020-06-20,-77.0,-34.0,-18.0,-27.0,-20.0,10.0
2836456,Mizoram,2020-06-21,-72.0,-7.0,-18.0,-44.0,-15.0,10.0
2836457,Mizoram,2020-06-22,-76.0,-27.0,-17.0,-32.0,-33.0,11.0
2836458,Mizoram,2020-06-23,-74.0,-24.0,-18.0,-23.0,-30.0,10.0
2836459,Mizoram,2020-06-24,-75.0,-23.0,-20.0,-26.0,-31.0,10.0
2836460,Mizoram,2020-06-25,-75.0,-29.0,-17.0,-30.0,-31.0,10.0
2836461,Mizoram,2020-06-26,-74.0,-18.0,-20.0,-24.0,-28.0,10.0
2836462,Mizoram,2020-06-27,-73.0,-26.0,-18.0,-16.0,-14.0,8.0
2836463,Mizoram,2020-06-28,-70.0,-5.0,-19.0,-40.0,-17.0,10.0
2836464,Mizoram,2020-06-29,-69.0,-9.0,-15.0,-15.0,-27.0,8.0
2836465,Mizoram,2020-06-30,-71.0,-10.0,-22.0,-9.0,-42.0,10.0
2836466,Mizoram,2020-07-01,-68.0,1.0,-22.0,-3.0,-22.0,7.0
2836467,Mizoram,2020-07-02,-67.0,4.0,-19.0,-3.0,-22.0,7.0
2836468,Mizoram,2020-07-03,-65.0,10.0,-18.0,5.0,-20.0,7.0
2836469,Mizoram,2020-07-04,-65.0,3.0,-19.0,10.0,-8.0,6.0
2836470,Mizoram,2020-07-05,-69.0,5.0,-15.0,-28.0,-14.0,9.0
2836471,Mizoram,2020-07-06,-64.0,4.0,-16.0,5.0,-39.0,8.0
2836472,Mizoram,2020-07-07,-63.0,12.0,-18.0,7.0,-22.0,6.0
2836473,Mizoram,2020-07-08,-66.0,3.0,-20.0,4.0,-24.0,6.0
2836474,Mizoram,2020-07-09,-67.0,2.0,-18.0,-3.0,-24.0,8.0
2836475,Mizoram,2020-07-10,-72.0,-11.0,-25.0,-14.0,-25.0,11.0
2836476,Mizoram,2020-07-11,-71.0,-11.0,-24.0,-2.0,-16.0,9.0
2836477,Mizoram,2020-07-12,-71.0,0.0,-15.0,-29.0,-16.0,10.0
2836478,Mizoram,2020-07-13,-65.0,10.0,-18.0,5.0,-21.0,7.0
2836479,Mizoram,2020-07-14,-67.0,8.0,-20.0,5.0,-21.0,7.0
2836480,Mizoram,2020-07-15,-63.0,7.0,-24.0,16.0,-22.0,6.0
2836481,Mizoram,2020-07-16,-62.0,6.0,-19.0,15.0,-22.0,7.0
2836482,Mizoram,2020-07-17,-60.0,12.0,-16.0,25.0,-18.0,6.0
2836483,Mizoram,2020-07-18,-62.0,5.0,-15.0,28.0,-6.0,5.0
2836484,Mizoram,2020-07-19,-69.0,1.0,-16.0,-20.0,-17.0,10.0
2836485,Mizoram,2020-07-20,-61.0,4.0,-17.0,15.0,-21.0,7.0
2836486,Mizoram,2020-07-21,-63.0,2.0,-20.0,18.0,-21.0,8.0
2836487,Mizoram,2020-07-22,-62.0,5.0,-17.0,18.0,-20.0,7.0
2836488,Mizoram,2020-07-23,-63.0,1.0,-18.0,11.0,-21.0,8.0
2836489,Mizoram,2020-07-24,-62.0,10.0,-14.0,20.0,-18.0,7.0
2836490,Mizoram,2020-07-25,-61.0,8.0,-10.0,26.0,-8.0,6.0
2836491,Mizoram,2020-07-26,-69.0,3.0,-10.0,-12.0,-16.0,8.0
2836492,Mizoram,2020-07-27,-62.0,7.0,-14.0,17.0,-19.0,7.0
2836493,Mizoram,2020-07-28,-65.0,2.0,-16.0,13.0,-19.0,7.0
2836494,Mizoram,2020-07-29,-63.0,5.0,-20.0,10.0,-20.0,7.0
2836495,Mizoram,2020-07-30,-59.0,6.0,-15.0,4.0,-21.0,7.0
2836496,Mizoram,2020-07-31,-57.0,16.0,-15.0,15.0,-16.0,7.0
2836497,Mizoram,2020-08-01,-52.0,17.0,-15.0,29.0,-8.0,5.0
2836498,Mizoram,2020-08-02,-67.0,8.0,-11.0,-19.0,-14.0,8.0
2836499,Mizoram,2020-08-03,-66.0,2.0,-15.0,5.0,-26.0,8.0
2836500,Mizoram,2020-08-04,-69.0,-3.0,-23.0,3.0,-25.0,8.0
2836501,Mizoram,2020-08-05,-63.0,-13.0,-43.0,-15.0,-20.0,7.0
2836502,Mizoram,2020-08-06,-60.0,-10.0,-39.0,-19.0,-19.0,8.0
2836503,Mizoram,2020-08-07,-56.0,-2.0,-34.0,-7.0,-12.0,6.0
2836504,Mizoram,2020-08-08,-54.0,4.0,-33.0,6.0,-2.0,5.0
2836505,Mizoram,2020-08-09,-74.0,-8.0,-33.0,-37.0,-7.0,8.0
2836506,Mizoram,2020-08-10,-62.0,-6.0,-30.0,-14.0,-21.0,7.0
2836507,Mizoram,2020-08-11,-64.0,-13.0,-36.0,-20.0,-20.0,9.0
2836508,Mizoram,2020-08-12,-57.0,-6.0,-33.0,-14.0,-19.0,7.0
2836509,Mizoram,2020-08-13,-62.0,-17.0,-37.0,-26.0,-20.0,8.0
2836510,Mizoram,2020-08-14,-64.0,-16.0,-36.0,-21.0,-15.0,7.0
2836511,Mizoram,2020-08-15,-59.0,-15.0,-32.0,-8.0,-7.0,6.0
2836512,Mizoram,2020-08-16,-74.0,-16.0,-36.0,-46.0,-9.0,9.0
2836513,Mizoram,2020-08-17,-85.0,-59.0,,-62.0,-46.0,16.0
2836514,Mizoram,2020-08-18,-86.0,,,-61.0,-45.0,15.0
2836515,Mizoram,2020-08-19,-85.0,-60.0,,-65.0,-46.0,16.0
2836516,Mizoram,2020-08-20,-86.0,-61.0,,-67.0,-46.0,17.0
2836517,Mizoram,2020-08-21,-83.0,,,-54.0,-42.0,17.0
2836518,Mizoram,2020-08-22,-82.0,-53.0,,-52.0,-27.0,15.0
2836519,Mizoram,2020-08-23,,,,,-14.0,12.0
2836520,Mizoram,2020-08-24,-58.0,,,-24.0,-18.0,9.0
2836521,Mizoram,2020-08-25,-60.0,,,-29.0,-18.0,9.0
2836522,Mizoram,2020-08-26,-60.0,,,-22.0,-20.0,9.0
2836523,Mizoram,2020-08-27,-64.0,,,-38.0,-39.0,11.0
2836524,Mizoram,2020-08-28,-64.0,,,-37.0,-23.0,12.0
2836525,Mizoram,2020-08-29,-62.0,,,-28.0,-7.0,10.0
2836526,Mizoram,2020-08-30,,,,,-15.0,11.0
2836527,Mizoram,2020-08-31,-62.0,,,-35.0,-20.0,10.0
2836528,Mizoram,2020-09-01,-58.0,,,-28.0,-16.0,9.0
2836529,Mizoram,2020-09-02,-57.0,,,-28.0,-19.0,8.0
2836530,Mizoram,2020-09-03,-54.0,,,-27.0,-16.0,8.0
2836531,Mizoram,2020-09-04,-52.0,,,-27.0,-20.0,9.0
2836532,Mizoram,2020-09-05,-50.0,,,,0.0,6.0
2836533,Mizoram,2020-09-06,,,,,-14.0,9.0
2836534,Mizoram,2020-09-07,-51.0,,,-23.0,-17.0,7.0
2836535,Mizoram,2020-09-08,-52.0,,,,-15.0,7.0
2836536,Mizoram,2020-09-09,-53.0,,,-27.0,-19.0,7.0
2836537,Mizoram,2020-09-10,-59.0,,,-37.0,-26.0,9.0
2836538,Mizoram,2020-09-11,-74.0,-54.0,-44.0,-67.0,-46.0,16.0
2836539,Mizoram,2020-09-12,-73.0,-52.0,-47.0,-62.0,-32.0,13.0
2836540,Mizoram,2020-09-13,-66.0,-41.0,-44.0,-66.0,-25.0,13.0
2836541,Mizoram,2020-09-14,-75.0,-58.0,-47.0,-66.0,-45.0,16.0
2836542,Mizoram,2020-09-15,-76.0,-57.0,-50.0,-69.0,-45.0,16.0
2836543,Mizoram,2020-09-16,-75.0,-57.0,-48.0,-65.0,-46.0,18.0
2836544,Mizoram,2020-09-17,-71.0,-57.0,-46.0,-67.0,-43.0,18.0
2836545,Mizoram,2020-09-18,-66.0,-51.0,-46.0,-59.0,-39.0,19.0
2836546,Mizoram,2020-09-19,-66.0,-45.0,-43.0,-47.0,-23.0,16.0
2836547,Mizoram,2020-09-20,-63.0,-40.0,-41.0,-64.0,-24.0,15.0
2836548,Mizoram,2020-09-21,-40.0,-18.0,-42.0,-26.0,-21.0,12.0
2836549,Mizoram,2020-09-22,-48.0,-29.0,-45.0,-35.0,-22.0,13.0
2836550,Mizoram,2020-09-23,-53.0,-36.0,-45.0,-31.0,-28.0,16.0
2836551,Mizoram,2020-09-24,-51.0,-36.0,-43.0,-32.0,-25.0,16.0
2836552,Mizoram,2020-09-25,-51.0,-34.0,-42.0,-28.0,-24.0,17.0
2836553,Mizoram,2020-09-26,-47.0,-30.0,-35.0,-17.0,-14.0,15.0
2836554,Mizoram,2020-09-27,-66.0,-45.0,-33.0,-59.0,-30.0,18.0
2836555,Mizoram,2020-09-28,-46.0,-27.0,-37.0,-20.0,-19.0,14.0
2836556,Mizoram,2020-09-29,-49.0,-33.0,-43.0,-27.0,-21.0,13.0
2836557,Mizoram,2020-09-30,-47.0,-30.0,-48.0,-23.0,-27.0,9.0
2836558,Mizoram,2020-10-01,-43.0,-24.0,-56.0,-16.0,-28.0,4.0
2836559,Mizoram,2020-10-02,-42.0,-19.0,-49.0,-17.0,-51.0,6.0
2836560,Mizoram,2020-10-03,-39.0,-12.0,-48.0,0.0,-20.0,3.0
2836561,Mizoram,2020-10-04,-63.0,-38.0,-51.0,-58.0,-42.0,7.0
2836562,Mizoram,2020-10-05,-40.0,-18.0,-50.0,-3.0,-28.0,3.0
2836563,Mizoram,2020-10-06,-38.0,-12.0,-52.0,-7.0,-25.0,2.0
2836564,Mizoram,2020-10-07,-40.0,-18.0,-49.0,-9.0,-25.0,4.0
2836565,Mizoram,2020-10-08,-42.0,-20.0,-47.0,-11.0,-20.0,7.0
2836566,Mizoram,2020-10-09,-39.0,-16.0,-45.0,-5.0,-20.0,9.0
2836567,Mizoram,2020-10-10,-36.0,-10.0,-41.0,6.0,-13.0,8.0
2836568,Mizoram,2020-10-11,-60.0,-39.0,-43.0,-54.0,-33.0,13.0
2836569,Mizoram,2020-10-12,-39.0,-20.0,-43.0,2.0,-21.0,8.0
2836570,Mizoram,2020-10-13,-40.0,-16.0,-45.0,-3.0,-19.0,8.0
2836571,Mizoram,2020-10-14,-38.0,-14.0,-43.0,-3.0,-21.0,7.0
2836572,Mizoram,2020-10-15,-36.0,-16.0,-42.0,-2.0,-20.0,8.0
2836573,Mizoram,2020-10-16,-35.0,-14.0,-38.0,-1.0,-20.0,10.0
2836574,Mizoram,2020-10-17,-35.0,-8.0,-36.0,5.0,-12.0,8.0
2836575,Mizoram,2020-10-18,-61.0,-41.0,-41.0,-53.0,-33.0,14.0
2836576,Mizoram,2020-10-19,-36.0,-13.0,-37.0,3.0,-22.0,10.0
2836577,Mizoram,2020-10-20,-41.0,-19.0,-43.0,-8.0,-20.0,10.0
2836578,Mizoram,2020-10-21,-41.0,-20.0,-46.0,-4.0,-24.0,8.0
2836579,Mizoram,2020-10-22,-48.0,-27.0,-49.0,-15.0,-27.0,7.0
2836580,Mizoram,2020-10-23,-54.0,-35.0,-54.0,-23.0,-32.0,8.0
2836581,Mizoram,2020-10-24,-43.0,-18.0,-47.0,0.0,-22.0,5.0
2836582,Mizoram,2020-10-25,-65.0,-41.0,-46.0,-52.0,-41.0,10.0
2836583,Mizoram,2020-10-26,-44.0,-27.0,-47.0,-3.0,-29.0,5.0
2836584,Mizoram,2020-10-27,-76.0,-68.0,-58.0,-64.0,-55.0,15.0
2836585,Mizoram,2020-10-28,-75.0,-67.0,-57.0,-59.0,-55.0,15.0
2836586,Mizoram,2020-10-29,-74.0,-68.0,-60.0,-58.0,-54.0,17.0
2836587,Mizoram,2020-10-30,-75.0,-66.0,-59.0,-55.0,-63.0,20.0
2836588,Mizoram,2020-10-31,-71.0,-61.0,-58.0,-42.0,-42.0,16.0
2836589,Mizoram,2020-11-01,-74.0,-65.0,-60.0,-69.0,-47.0,19.0
2836590,Mizoram,2020-11-02,-75.0,-69.0,-61.0,-55.0,-54.0,19.0
2836591,Mizoram,2020-11-03,-70.0,-61.0,-60.0,-50.0,-50.0,17.0
2836592,Mizoram,2020-11-04,-71.0,-62.0,-61.0,-52.0,-52.0,17.0
2836593,Mizoram,2020-11-05,-70.0,-63.0,-58.0,-54.0,-51.0,15.0
2836594,Mizoram,2020-11-06,-70.0,-61.0,-55.0,-57.0,-50.0,16.0
2836595,Mizoram,2020-11-07,-67.0,-53.0,-55.0,-40.0,-38.0,13.0
2836596,Mizoram,2020-11-08,-72.0,-64.0,-56.0,-67.0,-46.0,15.0
2836597,Mizoram,2020-11-09,-52.0,-37.0,-55.0,-23.0,-35.0,10.0
2836598,Mizoram,2020-11-10,-49.0,-33.0,-56.0,-23.0,-35.0,9.0
2836599,Mizoram,2020-11-11,-49.0,-32.0,-56.0,-21.0,-35.0,9.0
2836600,Mizoram,2020-11-12,-49.0,-34.0,-52.0,-22.0,-34.0,9.0
2836601,Mizoram,2020-11-13,-46.0,-28.0,-54.0,-21.0,-33.0,9.0
2836602,Mizoram,2020-11-14,-47.0,-28.0,-48.0,-10.0,-29.0,7.0
2836603,Mizoram,2020-11-15,-69.0,-58.0,-53.0,-63.0,-43.0,13.0
2836604,Mizoram,2020-11-16,-47.0,-31.0,-49.0,-20.0,-33.0,8.0
2836605,Mizoram,2020-11-17,-48.0,-30.0,-53.0,-23.0,-33.0,8.0
2836606,Mizoram,2020-11-18,-47.0,-32.0,-55.0,-23.0,-34.0,8.0
2836607,Mizoram,2020-11-19,-50.0,-30.0,-53.0,-25.0,-34.0,7.0
2836608,Mizoram,2020-11-20,-45.0,-28.0,-51.0,-21.0,-33.0,8.0
2836609,Mizoram,2020-11-21,-47.0,-26.0,-51.0,-22.0,-24.0,8.0
2836610,Mizoram,2020-11-22,-67.0,-57.0,-51.0,-64.0,-44.0,13.0
2836611,Mizoram,2020-11-23,-46.0,-30.0,-52.0,-21.0,-33.0,8.0
2836612,Mizoram,2020-11-24,-48.0,-31.0,-50.0,-25.0,-33.0,8.0
2836613,Mizoram,2020-11-25,-45.0,-28.0,-42.0,-22.0,-34.0,8.0
2836614,Mizoram,2020-11-26,-47.0,-28.0,-41.0,-26.0,-33.0,8.0
2836615,Mizoram,2020-11-27,-43.0,-21.0,-40.0,-21.0,-30.0,8.0
2836616,Mizoram,2020-11-28,-44.0,-17.0,-37.0,-12.0,-24.0,7.0
2836617,Mizoram,2020-11-29,-64.0,-50.0,-43.0,-60.0,-42.0,12.0
2836618,Mizoram,2020-11-30,-45.0,-23.0,-40.0,-20.0,-51.0,9.0
2836619,Mizoram,2020-12-01,-43.0,-24.0,-42.0,-22.0,-27.0,7.0
2836620,Mizoram,2020-12-02,-44.0,-24.0,-29.0,-21.0,-29.0,7.0
2836621,Mizoram,2020-12-03,-44.0,-24.0,-30.0,-23.0,-28.0,6.0
2836622,Mizoram,2020-12-04,-43.0,-22.0,-29.0,-15.0,-28.0,6.0
2836623,Mizoram,2020-12-05,-40.0,-12.0,-26.0,-6.0,-18.0,5.0
2836624,Mizoram,2020-12-06,-67.0,-55.0,-32.0,-61.0,-41.0,12.0
2836625,Mizoram,2020-12-07,-39.0,-16.0,-25.0,-18.0,-28.0,7.0
2836626,Mizoram,2020-12-08,-42.0,-17.0,-28.0,-20.0,-26.0,7.0
2836627,Mizoram,2020-12-09,-41.0,-19.0,-25.0,-19.0,-28.0,8.0
2836628,Mizoram,2020-12-10,-41.0,-16.0,-19.0,-19.0,-25.0,10.0
2836629,Mizoram,2020-12-11,-39.0,-13.0,-15.0,-14.0,-24.0,11.0
2836630,Mizoram,2020-12-12,-42.0,-12.0,-12.0,-6.0,-16.0,8.0
2836631,Mizoram,2020-12-13,-64.0,-40.0,-10.0,-54.0,-35.0,14.0
2836632,Mizoram,2020-12-14,-38.0,-8.0,-15.0,-10.0,-24.0,10.0
2836633,Mizoram,2020-12-15,-39.0,-10.0,-16.0,-13.0,-24.0,10.0
2836634,Mizoram,2020-12-16,-41.0,-12.0,-16.0,-9.0,-26.0,10.0
2836635,Mizoram,2020-12-17,-40.0,-13.0,-16.0,-14.0,-25.0,10.0
2836636,Mizoram,2020-12-18,-39.0,-10.0,-17.0,-8.0,-25.0,10.0
2836637,Mizoram,2020-12-19,-37.0,-1.0,-9.0,4.0,-12.0,7.0
2836638,Mizoram,2020-12-20,-62.0,-42.0,-15.0,-55.0,-34.0,14.0
2836639,Mizoram,2020-12-21,-30.0,0.0,-15.0,-2.0,-28.0,9.0
2836640,Mizoram,2020-12-22,-33.0,1.0,-16.0,-9.0,-31.0,9.0
2836641,Mizoram,2020-12-23,-28.0,7.0,-12.0,-5.0,-39.0,8.0
2836642,Mizoram,2020-12-24,-16.0,30.0,-5.0,-1.0,-48.0,8.0
2836643,Mizoram,2020-12-25,-76.0,-70.0,-21.0,-62.0,-69.0,19.0
2836644,Mizoram,2020-12-26,-68.0,-52.0,-14.0,-42.0,-45.0,14.0
2836645,Mizoram,2020-12-27,-66.0,-51.0,-9.0,-58.0,-37.0,15.0
2836646,Mizoram,2020-12-28,-46.0,-23.0,-10.0,-26.0,-43.0,12.0
2836647,Mizoram,2020-12-29,-48.0,-24.0,-11.0,-28.0,-40.0,11.0
2836648,Mizoram,2020-12-30,-45.0,-21.0,-13.0,-21.0,-43.0,11.0
2836649,Mizoram,2020-12-31,-34.0,3.0,-3.0,-10.0,-49.0,9.0
2836650,Mizoram,2021-01-01,-76.0,-69.0,-14.0,-61.0,-67.0,18.0
2836651,Mizoram,2021-01-02,-65.0,-44.0,-10.0,-36.0,-42.0,13.0
2836652,Mizoram,2021-01-03,-64.0,-44.0,-4.0,-58.0,-35.0,14.0
2836653,Mizoram,2021-01-04,-48.0,-26.0,-10.0,-22.0,-36.0,11.0
2836654,Mizoram,2021-01-05,-48.0,-25.0,-14.0,-23.0,-31.0,11.0
2836655,Mizoram,2021-01-06,-43.0,-22.0,-19.0,-16.0,-29.0,10.0
2836656,Mizoram,2021-01-07,-43.0,-22.0,-15.0,-20.0,-27.0,11.0
2836657,Mizoram,2021-01-08,-43.0,-19.0,-18.0,-17.0,-27.0,11.0
2836658,Mizoram,2021-01-09,-43.0,-15.0,-11.0,-13.0,-17.0,8.0
2836659,Mizoram,2021-01-10,-63.0,-45.0,-12.0,-58.0,-33.0,14.0
2836660,Mizoram,2021-01-11,-43.0,-25.0,-8.0,-20.0,-45.0,12.0
2836661,Mizoram,2021-01-12,-42.0,-20.0,-17.0,-21.0,-23.0,10.0
2836662,Mizoram,2021-01-13,-43.0,-26.0,-20.0,-19.0,-28.0,9.0
2836663,Mizoram,2021-01-14,-44.0,-30.0,-17.0,-29.0,-28.0,9.0
2836664,Mizoram,2021-01-15,-46.0,-28.0,-22.0,-27.0,-30.0,9.0
2836665,Mizoram,2021-01-16,-46.0,-25.0,-22.0,-21.0,-21.0,8.0
2836666,Mizoram,2021-01-17,-64.0,-49.0,-21.0,-61.0,-39.0,13.0
2836667,Mizoram,2021-01-18,-41.0,-28.0,-24.0,-19.0,-29.0,10.0
2836668,Mizoram,2021-01-19,-43.0,-26.0,-25.0,-25.0,-28.0,9.0
2836669,Mizoram,2021-01-20,-46.0,-29.0,-28.0,-25.0,-30.0,10.0
2836670,Mizoram,2021-01-21,-42.0,-27.0,-26.0,-26.0,-27.0,10.0
2836671,Mizoram,2021-01-22,-41.0,-25.0,-21.0,-23.0,-27.0,10.0
2836672,Mizoram,2021-01-23,-42.0,-16.0,-18.0,-15.0,-21.0,9.0
2836673,Mizoram,2021-01-24,-61.0,-42.0,-15.0,-55.0,-37.0,14.0
2836674,Mizoram,2021-01-25,-39.0,-22.0,-21.0,-18.0,-26.0,9.0
2836675,Mizoram,2021-01-26,-45.0,-27.0,-15.0,-29.0,-51.0,12.0
2836676,Mizoram,2021-01-27,-43.0,-27.0,-15.0,-19.0,-27.0,9.0
2836677,Mizoram,2021-01-28,-42.0,-27.0,-12.0,-25.0,-26.0,10.0
2836678,Mizoram,2021-01-29,-40.0,-19.0,-15.0,-14.0,-27.0,7.0
2836679,Mizoram,2021-01-30,-38.0,-6.0,-17.0,-5.0,-21.0,3.0
2836680,Mizoram,2021-01-31,-57.0,-34.0,-10.0,-43.0,-41.0,8.0
2836681,Mizoram,2021-02-01,-40.0,-18.0,-21.0,-7.0,-30.0,3.0
2836682,Mizoram,2021-02-02,-42.0,-16.0,-21.0,-13.0,-29.0,2.0
2836683,Mizoram,2021-02-03,-42.0,-17.0,-25.0,-10.0,-30.0,3.0
2836684,Mizoram,2021-02-04,-41.0,-20.0,-24.0,-21.0,-31.0,4.0
2836685,Mizoram,2021-02-05,-40.0,-14.0,-18.0,-12.0,-31.0,4.0
2836686,Mizoram,2021-02-06,-37.0,-3.0,-14.0,-3.0,-25.0,2.0
2836687,Mizoram,2021-02-07,-57.0,-35.0,-15.0,-44.0,-40.0,7.0
2836688,Mizoram,2021-02-08,-41.0,-16.0,-24.0,-11.0,-31.0,3.0
2836689,Mizoram,2021-02-09,-41.0,-14.0,-23.0,-15.0,-30.0,3.0
2836690,Mizoram,2021-02-10,-39.0,-16.0,-24.0,-11.0,-31.0,3.0
2836691,Mizoram,2021-02-11,-40.0,-15.0,-19.0,-19.0,-30.0,4.0
2836692,Mizoram,2021-02-12,-35.0,-11.0,-17.0,-11.0,-30.0,3.0
2836693,Mizoram,2021-02-13,-29.0,4.0,-12.0,-1.0,-26.0,2.0
2836694,Mizoram,2021-02-14,-49.0,-25.0,-5.0,-39.0,-38.0,6.0
